Date Stamped,Registrant Name,Registration Number,Document Type,Short Form Name,Foreign Principal Name,Foreign Principal Country,URL
7/20/2016,"KRL International, LLC",5788,Short-Form,"Beatty, Christopher",,,https://efile.fara.gov/docs/5788-Short-Form-20160720-32.pdf
7/20/2016,"KRL International, LLC",5788,Short-Form,"Levinson, K Riva",,,https://efile.fara.gov/docs/5788-Short-Form-20160720-30.pdf
7/20/2016,"Adams Jones Law Firm, P.A.",6202,Short-Form,"Hughes, Patrick B.",,,https://efile.fara.gov/docs/6202-Short-Form-20160720-8.pdf
7/19/2016,"JETRO, New York",1643,Short-Form,"Tanaka, Hirotoshi",,,https://efile.fara.gov/docs/1643-Short-Form-20160719-298.pdf
7/19/2016,"JETRO, New York",1643,Short-Form,"Sugimoto, Keiji",,,https://efile.fara.gov/docs/1643-Short-Form-20160719-300.pdf
7/13/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Crowe, Robert B.",,,https://efile.fara.gov/docs/5928-Short-Form-20160713-56.pdf
7/8/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Cushing, Christopher T.",,,https://efile.fara.gov/docs/5928-Short-Form-20160708-52.pdf
7/8/2016,"Gus West Government Affairs, Inc.",6364,Short-Form,"Sanchez, Leonel Eugenio Teller",,,https://efile.fara.gov/docs/6364-Short-Form-20160708-4.pdf
7/8/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Basnayake, Vinoda",,,https://efile.fara.gov/docs/5928-Short-Form-20160708-54.pdf
7/8/2016,"Gus West Government Affairs, Inc.",6364,Short-Form,"Hernandez, Richard",,,https://efile.fara.gov/docs/6364-Short-Form-20160708-6.pdf
7/8/2016,"Gus West Government Affairs, Inc.",6364,Short-Form,"West, Gus",,,https://efile.fara.gov/docs/6364-Short-Form-20160708-2.pdf
7/7/2016,"JETRO, New York",1643,Short-Form,"Teramura, Hidenobu",,,https://efile.fara.gov/docs/1643-Short-Form-20160707-296.pdf
7/6/2016,"Podesta Group, Inc.",5926,Short-Form,"Afkhami, Hastie",,,https://efile.fara.gov/docs/5926-Short-Form-20160706-324.pdf
7/6/2016,"Podesta Group, Inc.",5926,Short-Form,"Tavlarides, Mark",,,https://efile.fara.gov/docs/5926-Short-Form-20160706-318.pdf
7/6/2016,"Podesta Group, Inc.",5926,Short-Form,"Kauders, Andrew",,,https://efile.fara.gov/docs/5926-Short-Form-20160706-320.pdf
7/6/2016,"Podesta Group, Inc.",5926,Short-Form,"Chandra, Tara",,,https://efile.fara.gov/docs/5926-Short-Form-20160706-322.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Wilson, Gregory",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-4.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Alexander, Stefani",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-10.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Curwen, Elizabeth",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-6.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Barnes, Michelle R.",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-12.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Orellana, Kathya",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-8.pdf
7/1/2016,"Curley Company, Inc.",6363,Short-Form,"Curley, Jennifer",,,https://efile.fara.gov/docs/6363-Short-Form-20160701-2.pdf
6/30/2016,"JETRO, New York",1643,Short-Form,"Igawa, Shinichi",,,https://efile.fara.gov/docs/1643-Short-Form-20160630-294.pdf
6/28/2016,"JETRO, New York",1643,Short-Form,"Soda, Takeshi",,,https://efile.fara.gov/docs/1643-Short-Form-20160628-292.pdf
6/27/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Rickhoff, Hans",,,https://efile.fara.gov/docs/3492-Short-Form-20160627-264.pdf
6/27/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Gilliland, John R.",,,https://efile.fara.gov/docs/3492-Short-Form-20160627-270.pdf
6/27/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Paulsen, Zachary",,,https://efile.fara.gov/docs/3492-Short-Form-20160627-268.pdf
6/27/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Hawkins, Matthew",,,https://efile.fara.gov/docs/3492-Short-Form-20160627-266.pdf
6/27/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Pagano, Ed",,,https://efile.fara.gov/docs/3492-Short-Form-20160627-262.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Merrigan, John A.",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-452.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Castle, Michael",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-450.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Bernstein, Matthew",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-446.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Bell, Nathaniel",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-444.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Boyd, Thomas",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-448.pdf
6/26/2016,DLA Piper US LLP,3712,Short-Form,"Woolley, Jessica S.",,,https://efile.fara.gov/docs/3712-Short-Form-20160626-454.pdf
6/23/2016,"Korea International Trade Association, Inc.",2686,Short-Form,"Chu, MinSok",,,https://efile.fara.gov/docs/2686-Short-Form-20160623-22.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Gonzalez, Larry",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-70.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Espinosa, Norma Nereida",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-68.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Soto, Eduardo",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-60.pdf
6/22/2016,"Husch Blackwell, LLP",6362,Short-Form,"Gilster, Kyle",,,https://efile.fara.gov/docs/6362-Short-Form-20160622-2.pdf
6/22/2016,"Husch Blackwell, LLP",6362,Short-Form,"McAllister, Singleton",,,https://efile.fara.gov/docs/6362-Short-Form-20160622-4.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Rodriguez, Estuardo",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-74.pdf
6/22/2016,"Husch Blackwell, LLP",6362,Short-Form,"Washington, Luther",,,https://efile.fara.gov/docs/6362-Short-Form-20160622-6.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Raben, Robert",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-72.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Arciniega, Laura",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-66.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Raben, Robert",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-64.pdf
6/22/2016,"Raben Group, LLC",5932,Short-Form,"Huffman, Katharine",,,https://efile.fara.gov/docs/5932-Short-Form-20160622-62.pdf
6/21/2016,"APCO Worldwide, Inc.",6291,Short-Form,"Goldman, Kevin",,,https://efile.fara.gov/docs/6291-Short-Form-20160621-28.pdf
6/21/2016,"APCO Worldwide, Inc.",6291,Short-Form,"Adekoya, Abisola",,,https://efile.fara.gov/docs/6291-Short-Form-20160621-32.pdf
6/21/2016,"APCO Worldwide, Inc.",6291,Short-Form,"Colquitt, Katherine",,,https://efile.fara.gov/docs/6291-Short-Form-20160621-30.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Symonds, Erica",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-10.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Jordan, John",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-4.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Klueter, Jeff",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-2.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Stenn, Lillian",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-8.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Purpura, Amy",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-6.pdf
6/17/2016,"Information Management Services, Inc.",6361,Short-Form,"Hawkins, Carly",,,https://efile.fara.gov/docs/6361-Short-Form-20160617-12.pdf
6/16/2016,Representative of the Turkish Republic of Northern Cyprus,2619,Short-Form,"Ezel, Ozgur",,,https://efile.fara.gov/docs/2619-Short-Form-20160616-34.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Weiss, Alexis",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-567.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Nottoli, Lauren",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-563.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Hayes, Christopher",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-561.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Sullivan Jr, Jere J.",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-557.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Sternby, Elizabeth",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-559.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Surrell, Jeff",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-555.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Budhraja, Ruchika",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-569.pdf
6/15/2016,"Daniel J. Edelman, Inc.",3634,Short-Form,"Brownstein, Craig",,,https://efile.fara.gov/docs/3634-Short-Form-20160615-565.pdf
6/14/2016,"McGuireWoods Consulting, LLC",6295,Short-Form,"Jones, Allison",,,https://efile.fara.gov/docs/6295-Short-Form-20160614-16.pdf
6/14/2016,"McGuireWoods Consulting, LLC",6295,Short-Form,"Rennolds, Davis",,,https://efile.fara.gov/docs/6295-Short-Form-20160614-20.pdf
6/14/2016,Law Office of Bart S. Fisher,6076,Short-Form,"Fisher, Bart Steven",,,https://efile.fara.gov/docs/6076-Short-Form-20160614-14.pdf
6/14/2016,Belvedere Strategies,6360,Short-Form,"Blank, Thomas R.",,,https://efile.fara.gov/docs/6360-Short-Form-20160614-2.pdf
6/14/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Duffy, Mark Joseph",,,https://efile.fara.gov/docs/6297-Short-Form-20160614-30.pdf
6/14/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Procter, John",,,https://efile.fara.gov/docs/6297-Short-Form-20160614-28.pdf
6/14/2016,"McGuireWoods Consulting, LLC",6295,Short-Form,"Baynard, Tracy",,,https://efile.fara.gov/docs/6295-Short-Form-20160614-18.pdf
6/14/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"French, Lauren Nichole",,,https://efile.fara.gov/docs/6297-Short-Form-20160614-34.pdf
6/14/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Bovim, Eric",,,https://efile.fara.gov/docs/6297-Short-Form-20160614-26.pdf
6/13/2016,"McMark, LLC",6359,Short-Form,"Bekale, Herve",,,https://efile.fara.gov/docs/6359-Short-Form-20160613-4.pdf
6/13/2016,"McMark, LLC",6359,Short-Form,"McCoy, Tidal W.",,,https://efile.fara.gov/docs/6359-Short-Form-20160613-2.pdf
6/10/2016,"McGuireWoods Consulting, LLC",6295,Short-Form,"Liberty, Susan",,,https://efile.fara.gov/docs/6295-Short-Form-20160610-14.pdf
6/10/2016,Peter Mirijanian Public Affairs,6358,Short-Form,"Mirijanian, Peter",,,https://efile.fara.gov/docs/6358-Short-Form-20160610-2.pdf
6/10/2016,"McGuireWoods Consulting, LLC",6295,Short-Form,"Obenshain, Anne",,,https://efile.fara.gov/docs/6295-Short-Form-20160610-12.pdf
6/9/2016,"APCO Worldwide, Inc.",6291,Short-Form,"Zelkowitz, Jeffrey",,,https://efile.fara.gov/docs/6291-Short-Form-20160609-26.pdf
6/8/2016,Hannegan Landau Poersch & Rosenbaum Advocacy,6357,Short-Form,"Hannegan, Timothy F.",,,https://efile.fara.gov/docs/6357-Short-Form-20160608-2.pdf
6/8/2016,Hannegan Landau Poersch & Rosenbaum Advocacy,6357,Short-Form,"Landau, Daniella",,,https://efile.fara.gov/docs/6357-Short-Form-20160608-4.pdf
6/8/2016,Hannegan Landau Poersch & Rosenbaum Advocacy,6357,Short-Form,"Poersch, Jennifer",,,https://efile.fara.gov/docs/6357-Short-Form-20160608-6.pdf
6/7/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Hewitt, Nicolla",,,https://efile.fara.gov/docs/5483-Short-Form-20160607-412.pdf
6/6/2016,"Bryan Cave, LLP",6356,Short-Form,"Russell, David",,,https://efile.fara.gov/docs/6356-Short-Form-20160606-2.pdf
6/6/2016,"Bryan Cave, LLP",6356,Short-Form,"Jessee, Matt",,,https://efile.fara.gov/docs/6356-Short-Form-20160606-4.pdf
6/6/2016,"Madison Group, LLC",6355,Short-Form,"Watters, Robb",,,https://efile.fara.gov/docs/6355-Short-Form-20160606-4.pdf
6/6/2016,"Madison Group, LLC",6355,Short-Form,"Mason, Marcus",,,https://efile.fara.gov/docs/6355-Short-Form-20160606-2.pdf
6/6/2016,"Bryan Cave, LLP",6356,Short-Form,"Rodriguez, Miguel",,,https://efile.fara.gov/docs/6356-Short-Form-20160606-6.pdf
6/6/2016,"Madison Group, LLC",6355,Short-Form,"Emery, Rodney",,,https://efile.fara.gov/docs/6355-Short-Form-20160606-6.pdf
6/3/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Procter, John",,,https://efile.fara.gov/docs/6297-Short-Form-20160603-18.pdf
6/3/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Duffy, Mark Joseph",,,https://efile.fara.gov/docs/6297-Short-Form-20160603-22.pdf
6/3/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"French, Lauren Nlchole",,,https://efile.fara.gov/docs/6297-Short-Form-20160603-20.pdf
6/3/2016,Hogan Lovells US LLP,2244,Short-Form,"Fridman, Adam Judah",,,https://efile.fara.gov/docs/2244-Short-Form-20160603-70.pdf
6/3/2016,"McBee Strategic Consulting, LLC",6297,Short-Form,"Bovim, Eric",,,https://efile.fara.gov/docs/6297-Short-Form-20160603-24.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Zinner, Naomi",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-2.pdf
6/1/2016,"Manatos, Emanuel A.",6353,Short-Form,"Manatos, Emanuel A. 'Mike'",,,https://efile.fara.gov/docs/6353-Short-Form-20160601-4.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Barnett, Alexandria",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-4.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Combs, Cory",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-12.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Bueno, Alexander de la Torre",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-6.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Zaccaria, Eva",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-10.pdf
6/1/2016,"SS KS, LLC dba Sunshine Sachs",6354,Short-Form,"Alford, Andrea L.",,,https://efile.fara.gov/docs/6354-Short-Form-20160601-8.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Castle, Michael",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-436.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Bernstein, Matthew",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-432.pdf
5/31/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Khetarpaul, Amit",,,https://efile.fara.gov/docs/6227-Short-Form-20160531-36.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Salem, George Richard",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-440.pdf
5/31/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Dade, Corey A.",,,https://efile.fara.gov/docs/6227-Short-Form-20160531-38.pdf
5/31/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Gaines, Jeremy",,,https://efile.fara.gov/docs/6227-Short-Form-20160531-40.pdf
5/31/2016,"Amsterdam & Partners, LLP",6325,Short-Form,"Martin, John",,,https://efile.fara.gov/docs/6325-Short-Form-20160531-6.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Woolley, Jessica S.",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-442.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Bell, Nathaniel",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-430.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Merrigan, John A.",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-438.pdf
5/31/2016,DLA Piper US LLP,3712,Short-Form,"Boyd, Thomas",,,https://efile.fara.gov/docs/3712-Short-Form-20160531-434.pdf
5/31/2016,"Amsterdam & Partners, LLP",6325,Short-Form,"Durkovic, Andrew",,,https://efile.fara.gov/docs/6325-Short-Form-20160531-4.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"Sohn, Soo Deuk",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-358.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"Chae, Hee Kwang",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-366.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"Won, Yu Jung",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-356.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"So, Ra",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-360.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"Lee, Hyoung Seok",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-362.pdf
5/27/2016,"Fleishman-Hillard, Inc.",5801,Short-Form,"Kunst, Molly",,,https://efile.fara.gov/docs/5801-Short-Form-20160527-182.pdf
5/27/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Cushing, Christopher T.",,,https://efile.fara.gov/docs/5928-Short-Form-20160527-48.pdf
5/27/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Basnayake, Vinoda",,,https://efile.fara.gov/docs/5928-Short-Form-20160527-50.pdf
5/27/2016,Korea Business Center,1619,Short-Form,"Kim, Jiyoung",,,https://efile.fara.gov/docs/1619-Short-Form-20160527-364.pdf
5/27/2016,"Nelson Mullins Riley & Scarborough, LLP",5928,Short-Form,"Crowe, Robert B.",,,https://efile.fara.gov/docs/5928-Short-Form-20160527-46.pdf
5/26/2016,"JETRO, New York",1643,Short-Form,"Hiagakiuchi, Miyuki",,,https://efile.fara.gov/docs/1643-Short-Form-20160526-290.pdf
5/26/2016,Geoffrey Weill Associates,5773,Short-Form,"Singelenberg, Rebecca Sophia",,,https://efile.fara.gov/docs/5773-Short-Form-20160526-24.pdf
5/24/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Skladany, Jr., Barney J.",,,https://efile.fara.gov/docs/3492-Short-Form-20160524-258.pdf
5/24/2016,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Verhoff, Geoff",,,https://efile.fara.gov/docs/3492-Short-Form-20160524-260.pdf
5/20/2016,Hogan Lovells US LLP,2244,Short-Form,"Cutler, Aaron",,,https://efile.fara.gov/docs/2244-Short-Form-20160520-68.pdf
5/18/2016,"Marathon Strategies, LLC",6289,Short-Form,"Chabot, Will",,,https://efile.fara.gov/docs/6289-Short-Form-20160518-8.pdf
5/17/2016,Hogan Lovells US LLP,2244,Short-Form,"Fridman, Adam Judah",,,https://efile.fara.gov/docs/2244-Short-Form-20160517-66.pdf
5/17/2016,Korea Economic Institute,3327,Short-Form,"Hyun, Oh-Seok",,,https://efile.fara.gov/docs/3327-Short-Form-20160517-72.pdf
5/16/2016,Hogan Lovells US LLP,2244,Short-Form,"Stanton, John S.",,,https://efile.fara.gov/docs/2244-Short-Form-20160516-62.pdf
5/16/2016,Hogan Lovells US LLP,2244,Short-Form,"Davidson, Daniel M.",,,https://efile.fara.gov/docs/2244-Short-Form-20160516-64.pdf
5/12/2016,China Daily Distribution Corporation,3457,Short-Form,"Zhang, Yuan",,,https://efile.fara.gov/docs/3457-Short-Form-20160512-20.pdf
5/12/2016,China Daily Distribution Corporation,3457,Short-Form,"Ji, Tao",,,https://efile.fara.gov/docs/3457-Short-Form-20160512-22.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Posner, Ralph",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-32.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Gensemer, Thomas",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-34.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Farber, Ethan",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-26.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Vega, Dagoberto",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-24.pdf
5/11/2016,Manatos & Manatos,6353,Short-Form,"Manatos, Andrew E.",,,https://efile.fara.gov/docs/6353-Short-Form-20160511-2.pdf
5/11/2016,"Witt Global Partners, LLC",6348,Short-Form,"Andrews, Mary Catherine",,,https://efile.fara.gov/docs/6348-Short-Form-20160511-10.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Law, Michael",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-28.pdf
5/11/2016,"Burson-Marsteller, LLC (Washington, DC)",6227,Short-Form,"Sessums, Michael",,,https://efile.fara.gov/docs/6227-Short-Form-20160511-30.pdf
5/10/2016,"Logan International Relations, LLC",6352,Short-Form,"Hamill, Paul W.",,,https://efile.fara.gov/docs/6352-Short-Form-20160510-2.pdf
5/9/2016,"Greenberg Traurig, LLP",5712,Short-Form,"Wynn, Albert R.",,,https://efile.fara.gov/docs/5712-Short-Form-20160509-134.pdf
5/9/2016,"Greenberg Traurig, LLP",5712,Short-Form,"Bass, Charles F.",,,https://efile.fara.gov/docs/5712-Short-Form-20160509-132.pdf
5/9/2016,"Investment Diplomacy Group, LLC",6351,Short-Form,"Scott, David Verlyn",,,https://efile.fara.gov/docs/6351-Short-Form-20160509-2.pdf
5/9/2016,"Greenberg Traurig, LLP",5712,Short-Form,"Broitman, Elana",,,https://efile.fara.gov/docs/5712-Short-Form-20160509-130.pdf
5/6/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Kurapovna, Marcia Christoff",,,https://efile.fara.gov/docs/5483-Short-Form-20160506-400.pdf
5/5/2016,"Kuykendall, Gregory J., PC",5917,Short-Form,"Kuykendall, Gregory",,,https://efile.fara.gov/docs/5917-Short-Form-20160505-26.pdf
5/4/2016,"Squire Patton Boggs, LLP",2165,Short-Form,"Savelieff, Ludmilla Lydia",,,https://efile.fara.gov/docs/2165-Short-Form-20160504-622.pdf
5/4/2016,"Alsalih, Mark K.",5974,Short-Form,"Al-Dilaymi, Kamil Ismail",,,https://efile.fara.gov/docs/5974-Short-Form-20160504-4.pdf
5/2/2016,"Grieboski Global Strategies, LLC",6315,Short-Form,"Leite, Mariane",,,https://efile.fara.gov/docs/6315-Short-Form-20160502-8.pdf
4/29/2016,"Harbour Group, LLC",5478,Short-Form,"Alaoui, Sarah",,,https://efile.fara.gov/docs/5478-Short-Form-20160429-58.pdf
4/29/2016,Scottish Enterprise,3013,Short-Form,"Reynolds, Kevin John",,,https://efile.fara.gov/docs/3013-Short-Form-20160429-28.pdf
4/29/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Clough, Madison",,,https://efile.fara.gov/docs/5483-Short-Form-20160429-410.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Archer, Garbrielle A.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-76.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Rose, Margo S.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-64.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Young, Prescott",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-72.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Moss, Mikala T.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-74.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Munroe, Richard",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-70.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Russell, Shane I.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-68.pdf
4/29/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Akhonbay, Nedda",,,https://efile.fara.gov/docs/5483-Short-Form-20160429-404.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Johnson, Deckery Keith",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-66.pdf
4/29/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Shahbandar, Oubai",,,https://efile.fara.gov/docs/5483-Short-Form-20160429-402.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Sands, Vandia D.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-78.pdf
4/29/2016,"Harbour Group, LLC",5478,Short-Form,"Schubert, Matthew",,,https://efile.fara.gov/docs/5478-Short-Form-20160429-60.pdf
4/29/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Quinn, Shannon",,,https://efile.fara.gov/docs/5483-Short-Form-20160429-408.pdf
4/29/2016,"MSLGROUP Americas, Inc.",5483,Short-Form,"Dawson, Andrew",,,https://efile.fara.gov/docs/5483-Short-Form-20160429-406.pdf
4/29/2016,Bahamas Tourist Office,2310,Short-Form,"Rodgers, Jeffrey C.",,,https://efile.fara.gov/docs/2310-Short-Form-20160429-80.pdf
4/28/2016,"JETRO, San Francisco",1813,Short-Form,"Chiba, Taisei",,,https://efile.fara.gov/docs/1813-Short-Form-20160428-84.pdf
4/28/2016,"JETRO, San Francisco",1813,Short-Form,"Tachibana, Hideki",,,https://efile.fara.gov/docs/1813-Short-Form-20160428-88.pdf
4/28/2016,"JETRO, San Francisco",1813,Short-Form,"Takeuchi, Daisuke",,,https://efile.fara.gov/docs/1813-Short-Form-20160428-86.pdf
4/28/2016,"JETRO, San Francisco",1813,Short-Form,"Adams, Michelle",,,https://efile.fara.gov/docs/1813-Short-Form-20160428-92.pdf
4/28/2016,"JETRO, San Francisco",1813,Short-Form,"Suzuki, Tomoya",,,https://efile.fara.gov/docs/1813-Short-Form-20160428-90.pdf
4/27/2016,"DCI Group AZ, LLC",6278,Short-Form,"Horrell, Chad",,,https://efile.fara.gov/docs/6278-Short-Form-20160427-14.pdf
4/27/2016,"DCI Group AZ, LLC",6278,Short-Form,"McCabe, Brian",,,https://efile.fara.gov/docs/6278-Short-Form-20160427-16.pdf
4/27/2016,"DCI Group AZ, LLC",6278,Short-Form,"Stevens, Craig",,,https://efile.fara.gov/docs/6278-Short-Form-20160427-12.pdf
